label,ExactMolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,FractionCSP3,NumAromaticRings,MaxPartialCharge,MinPartialCharge,NumNitrogen,NumOxygen
0,309.134048856,4.435000000000003,21.259999999999998,1,2,6,0.29411764705882354,2,0.41591405457582453,-0.4856952913159904,1,1
0,375.140134876,4.425600000000004,40.540000000000006,1,3,6,0.38095238095238093,2,0.16242475251779714,-0.38506878637379266,1,2
0,195.890224472,2.5084999999999997,0.0,0,0,0,1.0,0,0.41411961926254487,-0.16838743541161363,0,0
0,374.176105784,3.055900000000001,35.940000000000005,1,4,8,0.42857142857142855,2,0.06978586582403595,-0.39398033266424715,2,2
0,280.193948768,3.8750000000000027,6.48,0,2,4,0.3684210526315789,2,0.04429611292444658,-0.34099081171219864,2,0
0,183.971433464,2.3528000000000002,9.23,0,1,2,1.0,0,0.4284295014111595,-0.29354423837879684,0,1
0,255.00785058399998,2.0098,90.71,2,5,1,0.0,2,0.24159882707027744,-0.38170555251762106,5,0
0,320.01193292,3.1013000000000015,61.69,2,3,1,0.06666666666666667,2,0.27571356890795357,-0.3641320778230255,2,2
0,378.116682452,4.447900000000003,45.150000000000006,2,3,2,0.47058823529411764,2,0.4328703916967416,-0.38675647277610126,2,1
0,163.960726548,2.0293,9.23,0,1,2,1.0,0,0.3850939851423715,-0.3217038131586043,0,1
0,233.141578848,2.0852999999999997,38.33,1,3,3,0.5,1,0.3142368078169382,-0.4685029766064341,1,2
0,267.18344366,1.6132,50.72,2,4,9,0.6,1,0.11895622189073655,-0.4908491126928612,1,3
0,264.16264864,3.0839000000000016,6.48,0,2,0,0.3333333333333333,2,0.06723468289128036,-0.3616606726822643,2,0
0,265.157897608,2.4789000000000003,19.37,0,3,0,0.35294117647058826,2,0.13214652050550102,-0.3467456029538682,3,0
0,286.050905272,2.4479,61.69,2,3,1,0.06666666666666667,2,0.275713559409008,-0.36413208417698584,2,2
0,285.209264484,3.8826000000000027,23.47,1,2,2,0.5789473684210527,1,0.1153915876130273,-0.5079556583697896,1,1
0,284.13471963999996,4.241000000000003,6.48,0,3,4,0.29411764705882354,2,0.05523552387540123,-0.33959375986531565,2,0
0,178.135765196,3.6390000000000025,20.23,1,1,2,0.5,1,0.12197294149608193,-0.5073633055031387,0,1
0,275.152143532,2.6201000000000008,47.56,1,3,4,0.5625,1,0.22020079173421162,-0.49286934769949964,1,3
0,260.188863388,2.845700000000001,32.34,1,2,7,0.5625,1,0.22839379568619378,-0.3255232947772125,2,1
0,200.007212256,2.4232000000000005,9.23,0,1,2,1.0,0,0.42323854294822416,-0.32888993823636115,0,1
0,395.20090529199996,3.217100000000001,52.650000000000006,1,4,6,0.391304347826087,2,0.24692525271862376,-0.3390833042975765,3,2
0,342.043901744,4.233520000000002,43.07,0,4,1,0.11764705882352941,3,0.1588744327428707,-0.28096197159767616,4,0
0,407.164303428,4.945600000000005,9.72,0,4,4,0.42857142857142855,2,0.41598698505793,-0.3395810924987042,3,0
0,352.122104268,5.259800000000004,6.48,0,3,4,0.3333333333333333,2,0.41598698505793,-0.33958109598752373,2,0
0,303.14705815200006,1.8677,55.84,0,5,3,0.5294117647058824,1,0.33792158843250003,-0.4686455560793509,1,4
0,275.18852904,3.075400000000002,21.700000000000003,0,3,5,0.6470588235294118,1,0.16051897032121268,-0.49285924077496246,1,2
0,117.91438307199999,1.9864,0.0,0,0,0,1.0,0,0.18010663547779673,-0.08741152777904436,0,0
0,88.088815004,1.1689,20.23,1,1,3,1.0,0,0.04305223345357219,-0.3963765707960063,0,1
0,131.930033136,2.376500000000001,0.0,0,0,0,1.0,0,0.18738218534988657,-0.08401345114285742,0,0
0,28.031300127999998,0.8022,0.0,0,0,0,0.0,0,-0.10631107461236379,-0.10631107461236379,0,0
0,121.973112324,1.7897,0.0,0,0,0,1.0,0,0.008875443213827798,-0.08967031862934308,0,0
0,74.07316494,0.7771999999999999,20.23,1,1,0,1.0,0,0.05632585341065862,-0.3907600879079809,0,1
0,86.109550448,2.442500000000001,0.0,0,0,0,1.0,0,-0.03852311765626792,-0.06488336083848827,0,0
0,243.19869979999999,4.331900000000004,3.24,0,1,2,0.6470588235294118,1,0.04601651014195146,-0.2936012690826714,1,0
0,212.116092372,0.9389999999999998,75.27000000000001,2,3,4,0.7,0,0.3276318689524743,-0.27682287879222606,2,3
0,129.914383072,2.5017000000000005,0.0,0,0,0,0.0,0,0.1176031867403948,-0.0903590844896965,0,0
0,179.094628656,1.8356,52.32,1,3,3,0.3,1,0.3376196486138456,-0.4621081531843226,1,2
0,106.07825032,2.30344,0.0,0,0,0,0.25,1,-0.039511492179969666,-0.06198519188632999,0,0
0,120.093900384,2.611860000000001,0.0,0,0,0,0.3333333333333333,1,-0.03950156209354446,-0.059043013944034425,0,0
0,86.109550448,2.442500000000001,0.0,0,0,2,1.0,0,-0.04480471003954574,-0.06512847364618164,0,0
0,84.093900384,2.1965000000000003,0.0,0,0,0,1.0,0,-0.04428007283563192,-0.06250972283408605,0,0
0,134.109550448,2.9841000000000015,0.0,0,0,0,0.4,1,-0.013185421336817146,-0.06224804505884843,0,0
0,179.995362468,3.3588000000000013,0.0,0,0,0,0.14285714285714285,1,0.41591123272335817,-0.1661375336137137,0,0
0,106.07825032,2.2490000000000006,0.0,0,0,1,0.25,1,-0.03074408282510195,-0.06224874165506165,0,0
0,104.062600256,2.3296,0.0,0,0,1,0.0,1,-0.02625578937784246,-0.09847005004016512,0,0
0,106.07825032,2.30344,0.0,0,0,0,0.25,1,-0.03977419408172197,-0.05906257918023874,0,0
0,121.973112324,1.7913000000000001,0.0,0,0,1,1.0,0,0.0028627972390594535,-0.0928186496107851,0,0
0,86.109550448,2.442500000000001,0.0,0,0,2,1.0,0,-0.04714263543756667,-0.06537259817899396,0,0
0,102.06807956,0.9579,26.3,0,2,1,0.8,0,0.3023791003505635,-0.4631559932494283,0,2
0,106.07825032,2.30344,0.0,0,0,0,0.25,1,-0.03976460504894693,-0.06174087142677341,0,0
0,98.109550448,2.5866000000000007,0.0,0,0,0,1.0,0,-0.04428007559516109,-0.06250972284470455,0,0
0,102.06807956,0.9595,26.3,0,2,2,0.8,0,0.3021226973628453,-0.46588873984264995,0,2
0,72.093900384,2.1965000000000003,0.0,0,0,2,1.0,0,-0.05383131543183678,-0.06538255537938412,0,0
0,70.041864812,1.29,9.23,0,1,2,0.0,0,0.0828804352185583,-0.4738803444692918,0,1
0,116.083729624,1.2055,26.3,0,2,2,0.8333333333333334,0,0.3021326858670147,-0.46560442645794653,0,2
0,86.109550448,2.5866000000000007,0.0,0,0,3,1.0,0,-0.05357870225236844,-0.06538238459812357,0,0
0,84.093900384,2.3406000000000002,0.0,0,0,0,1.0,0,-0.0533059727891157,-0.0533059727891157,0,0
0,112.12520051199999,3.142800000000002,0.0,0,0,5,0.75,0,-0.03534129448857064,-0.10308297893628117,0,0
0,128.15650064,3.7569000000000026,0.0,0,0,6,1.0,0,-0.053306317337172206,-0.06538238322279268,0,0
0,100.12520051199999,2.976700000000002,0.0,0,0,4,1.0,0,-0.05332609175221321,-0.06538238322804024,0,0
0,240.1473925,1.7191999999999998,75.27000000000001,2,3,6,0.75,0,0.32763186895249063,-0.2768228787873273,2,3
0,287.152143532,1.8503,41.93,1,4,1,0.5294117647058824,1,0.16567612995157358,-0.49285727245768285,1,3
0,126.02924944,1.7087999999999999,9.23,0,1,2,0.5,0,0.4220300247339864,-0.4923497246167155,0,1
0,112.12520051199999,2.832600000000001,0.0,0,0,0,1.0,0,-0.041698204409065874,-0.06225486301980354,0,0
0,100.12520051199999,2.832600000000001,0.0,0,0,3,1.0,0,-0.04713274852204558,-0.06538221239010727,0,0
0,114.14085057599999,3.2227000000000023,0.0,0,0,4,1.0,0,-0.0471325775290515,-0.06538238184567347,0,0
0,130.099379688,1.7397,26.3,0,2,4,0.8571428571428571,0,0.3021228679209696,-0.4658776881575565,0,2
0,165.891060784,2.5954000000000006,0.0,0,0,0,1.0,0,0.2034363907431141,-0.12206273847461951,0,0
0,102.104465068,1.8214000000000001,9.23,0,1,1,1.0,0,0.0597870072614378,-0.3761533363675448,0,1
0,409.218783612,4.909600000000005,26.790000000000006,0,5,7,0.4583333333333333,2,0.1624405324530872,-0.339574508401506,3,1
0,142.172150704,4.002900000000003,0.0,0,0,6,1.0,0,-0.04713257615119789,-0.06538238322278297,0,0
0,140.15650064,3.9230000000000027,0.0,0,0,7,0.8,0,-0.03534129310993146,-0.10308297893627165,0,0
0,88.088815004,1.4313,9.23,0,1,0,1.0,0,0.05942520764405295,-0.3791035972502146,0,1
0,142.172150704,4.147000000000004,0.0,0,0,7,1.0,0,-0.053306146439862805,-0.06538238322279266,0,0
0,145.96249032,3.1693999999999996,0.0,0,0,0,0.0,0,0.43142673884165794,-0.07190445647360968,0,0
0,140.15650064,3.6128000000000027,0.0,0,0,0,1.0,0,-0.03542826099856302,-0.059908610732383946,0,0
0,128.15650064,3.6128000000000027,0.0,0,0,5,1.0,0,-0.04713257615644698,-0.0653823832175159,0,0
0,270.119069576,3.898800000000003,15.27,1,3,4,0.25,2,0.05523552273362639,-0.3395939193323484,2,0
0,116.083729624,1.3496000000000001,26.3,0,2,3,0.8333333333333334,0,0.3021228665755719,-0.46587787390632607,0,2
0,130.099379688,1.5956000000000001,26.3,0,2,3,0.8571428571428571,0,0.302123037200498,-0.46586693130001083,0,2
0,126.14085057599999,3.5329000000000024,0.0,0,0,6,0.7777777777777778,0,-0.03534129311518334,-0.10308297893627165,0,0
0,179.919775012,2.2391999999999994,0.0,0,0,0,1.0,0,0.42930154701402856,-0.22483498851692799,0,0
0,163.87541072,3.0682,0.0,0,0,0,0.0,0,0.13644179327201345,-0.06822089663600672,0,0
0,202.07825032,4.584000000000002,0.0,0,0,0,0.0,4,-0.0026808061111411405,-0.06103258638098143,0,0
0,402.14357007199993,4.567200000000004,40.620000000000005,0,5,4,0.42857142857142855,2,0.1750966111874043,-0.3395475138784051,2,2
0,168.000984004,2.0835,9.23,0,1,2,1.0,0,0.44486518240863926,-0.2794569037876448,0,1
0,314.18166983199995,4.271100000000003,19.03,1,2,4,0.5789473684210527,2,0.04592148806251048,-0.3608804645839768,2,0
0,102.104465068,1.8214000000000001,9.23,0,1,2,1.0,0,0.06196829188924273,-0.3788268169818775,0,1
0,304.08009722400004,4.552200000000004,15.27,1,3,4,0.25,2,0.05673003000940335,-0.33955101013849137,2,0
0,245.177964356,3.1636000000000015,20.310000000000002,0,2,5,0.5625,1,0.16644219373589644,-0.30261643215231077,1,1
0,133.089149352,2.0446999999999997,12.03,1,1,0,0.3333333333333333,1,0.03722171242115934,-0.3848124386284123,1,0
0,290.06444716000004,4.291500000000003,29.259999999999998,1,3,3,0.2,2,0.056730029070235596,-0.33955114243538637,2,0
0,142.099379688,2.0868,18.46,0,2,7,0.5,0,0.08737909544458088,-0.5018161672321658,0,2
0,359.141884464,4.635000000000004,29.54,0,3,9,0.6111111111111112,1,0.3058126544757872,-0.4599478444235159,1,2
0,286.050905272,3.3469000000000015,49.410000000000004,1,2,1,0.06666666666666667,2,0.24055989686743173,-0.32381823697769413,2,2
0,229.01735264799999,2.1737,36.42,2,1,1,0.2222222222222222,1,0.1961758963104015,-0.3543215192690752,3,0
0,126.14085057599999,3.0786000000000016,0.0,0,0,0,1.0,0,-0.041444728838993444,-0.06249936601465749,0,0
0,381.187483484,5.163200000000005,37.39,1,5,8,0.4090909090909091,3,0.18329308620910076,-0.49351941573056746,3,1
0,356.138090768,5.400900000000004,15.27,1,4,4,0.4,2,0.0563589733170686,-0.3395992971796987,2,0
0,409.21655535599996,3.559300000000003,43.86,0,4,6,0.4166666666666667,2,0.24926872438430472,-0.3388621806192997,3,2
0,282.17321332399996,3.238400000000002,35.5,2,3,4,0.3333333333333333,2,0.11550360062127692,-0.5079536951983338,2,1
0,252.16264864,3.272100000000002,29.259999999999998,1,2,3,0.29411764705882354,2,0.04429611084388011,-0.3409911034731574,2,0
0,295.15722891200005,3.4076200000000023,32.7,1,3,0,0.3684210526315789,2,0.13349046181570373,-0.45639139583530014,1,2
0,337.17902697600005,3.6666000000000025,44.81,1,4,2,0.35,2,0.41658728848057563,-0.4100933056264882,3,2
0,376.251463644,5.309900000000005,32.34,1,3,6,0.48,2,0.16246015160108143,-0.3848050102470632,2,1
0,312.208930136,3.8826000000000036,37.3,1,2,0,0.7619047619047619,0,0.13675747274548708,-0.37703386502382424,0,2
0,380.18886338799996,6.091320000000005,41.99,1,2,5,0.15384615384615385,4,0.2522988777450661,-0.34521884258475055,2,1
0,299.152143532,1.5010999999999999,41.93,1,4,1,0.5555555555555556,1,0.16548052094753993,-0.4928574808156397,1,3
0,318.155512572,3.201500000000001,56.84,1,4,9,0.5333333333333333,1,0.4159102316664015,-0.3942247432230937,2,2
0,454.29841383599995,6.203100000000006,24.5,1,3,8,0.41935483870967744,3,0.12286545270004792,-0.496425713593381,2,1
0,265.059359692,2.1634,28.16,1,3,1,0.5,1,0.4188712197757038,-0.35402107486059275,3,0
0,380.1711626360001,4.176700000000003,42.52,2,4,6,0.4,2,0.5725965002388008,-0.4964212773037699,2,2
0,408.2024627640001,4.955300000000004,42.52,2,4,7,0.45454545454545453,2,0.5725965002388631,-0.49067501571346533,2,2
0,338.23581357999996,4.401500000000003,33.29,2,3,6,0.45454545454545453,2,0.12286545286913489,-0.4964257135927031,2,1
0,285.092041812,4.258500000000003,12.47,0,2,0,0.29411764705882354,2,0.1305901689787834,-0.4567751237192949,1,1
0,370.19804608000004,2.625000000000001,39.68000000000001,0,4,6,0.6666666666666666,1,0.4160988854547003,-0.3540423424441489,4,1
0,379.17183342000004,4.401600000000003,46.18,2,5,6,0.3181818181818182,3,0.12289165865227614,-0.49642528988455525,3,1
0,406.22319820800004,5.465600000000005,33.29,2,3,5,0.4782608695652174,2,0.5726068676515225,-0.40545023381188505,2,1
0,456.19191514400006,3.180600000000001,78.01,1,7,6,0.6,2,0.43305133998169315,-0.35392854610352154,6,1
0,412.25146364399995,5.079700000000005,24.5,1,3,7,0.35714285714285715,3,0.12284499454079255,-0.4964260683964841,2,1
0,325.215412484,3.948500000000003,37.39,1,4,8,0.45,2,0.1253694770798949,-0.4935194198434689,3,1
0,416.1523190120001,4.769500000000003,42.52,2,4,7,0.4,2,0.572596500239272,-0.4344905822763968,2,2
0,316.91632148800005,2.3918999999999997,36.42,2,1,1,0.2222222222222222,1,0.1962023550140074,-0.3543211564321915,3,0
0,437.2566086,5.162900000000005,40.160000000000004,0,5,6,0.5555555555555556,2,0.2308003800103767,-0.49675796103949327,1,4
0,367.948031908,3.8557000000000006,59.14,2,4,1,0.0,3,0.12414497733317441,-0.507910913218138,2,1
0,262.978380296,2.8271000000000006,36.42,2,1,1,0.2222222222222222,1,0.19622757193211596,-0.3543208087218886,3,0
0,399.20591042000007,3.7109000000000014,55.43000000000001,0,6,5,0.2916666666666667,4,0.26630397963344926,-0.3014959714098034,5,1
0,100.12520051199999,2.832600000000001,0.0,0,0,3,1.0,0,-0.044552450743140945,-0.06537242643141263,0,0
0,229.01735264799999,2.1737,36.42,2,1,1,0.2222222222222222,1,0.19617671931709152,-0.354321513816816,3,0
0,306.92786471600004,2.9362000000000013,36.42,2,1,1,0.2222222222222222,1,0.1962275686425865,-0.35432080873234917,3,0
0,394.826833556,3.1544000000000008,36.42,2,1,1,0.2222222222222222,1,0.19620236503163876,-0.35432115640036665,3,0
0,398.12189686400006,4.2630000000000035,6.48,0,2,4,0.6666666666666666,1,0.024384975930282212,-0.29908519586334087,2,0
0,229.01735264799999,2.3629000000000007,36.42,2,3,2,0.2222222222222222,1,0.17324862741751784,-0.3491092044281294,3,0
0,372.1062468,3.9935000000000036,6.48,0,2,6,0.625,1,0.03673185873670919,-0.3689653570457816,2,0
0,268.178692628,2.4993999999999996,75.27000000000001,2,3,8,0.7857142857142857,0,0.32763186895249063,-0.2768228787873273,2,3
0,331.17183342,4.0100000000000025,37.39,1,5,8,0.5,2,0.18207951524236646,-0.4935194157306075,3,1
0,365.210327104,4.6947000000000045,50.53,1,5,8,0.4090909090909091,3,0.29518545163189663,-0.4935194032322791,3,2
0,270.05599065200005,3.129500000000001,41.46,1,2,1,0.06666666666666667,2,0.24557088395569637,-0.3237910979315193,2,1
0,468.31406389999995,6.377200000000007,24.5,1,3,7,0.4375,3,0.12286580847404652,-0.49642571062973073,2,1
0,209.905874536,2.8986,0.0,0,0,1,1.0,0,0.3908549444459976,-0.171076095554589,0,0
0,296.18886338799996,3.278100000000001,33.29,2,3,5,0.3684210526315789,2,0.12284499470986497,-0.4964260683958064,2,1
0,266.178298704,4.973400000000003,24.39,1,1,4,0.2777777777777778,2,0.10343052749703585,-0.34397103619200753,2,0
0,406.16905446,6.430100000000005,6.48,0,3,4,0.45454545454545453,2,0.41598698505793,-0.33958109255974617,2,0
0,281.14157884800005,3.0654200000000014,41.49,2,3,0,0.3333333333333333,2,0.13349030153422795,-0.45639139717963423,1,2
0,367.17183342000004,4.196220000000002,46.18,2,5,5,0.38095238095238093,3,0.1244148453390561,-0.49636992143989545,3,1
0,429.18748348400004,5.5548000000000055,46.18,2,5,6,0.2692307692307692,4,0.12441504041269281,-0.4963699198818122,3,1
0,390.24196158,4.0806400000000025,51.11,2,5,6,0.375,3,0.12300094088108623,-0.49642334983520503,4,1
0,351.19467704,3.7277200000000024,59.32000000000001,2,5,5,0.38095238095238093,3,0.19184618866361083,-0.4962788986369161,3,2
0,393.18748348400004,4.765200000000003,46.18,2,5,6,0.43478260869565216,3,0.12441484827246682,-0.49636992142833813,3,1
0,409.21878361200004,5.185300000000004,46.18,2,5,5,0.4583333333333333,3,0.12441484966899337,-0.4963699214228118,3,1
0,193.935425076,2.6293000000000006,0.0,0,0,1,1.0,0,0.3922435061977365,-0.23466094277753727,0,0
0,312.14086764,3.4392200000000033,30.870000000000005,1,5,0,0.35294117647058826,2,0.13922095478408814,-0.3534446034064637,4,0
0,338.19942807199993,3.213000000000002,42.519999999999996,2,4,5,0.42857142857142855,2,0.12687982364186792,-0.49674166204240655,2,2
0,229.01735264799999,2.3018,43.84,1,3,2,0.2222222222222222,2,0.06983532283306303,-0.32864619956501795,3,0
0,260.188863388,2.845700000000001,32.34,1,2,7,0.5625,1,0.2283831128861927,-0.32553344450581195,2,1
0,352.25146364399995,4.575600000000003,33.29,2,3,5,0.4782608695652174,2,0.122865808643134,-0.4964257106290529,2,1
0,271.076391748,3.9163000000000023,21.259999999999998,1,2,0,0.25,2,0.13059000903454893,-0.4567751263665726,1,1
0,326.129824288,3.7227000000000023,30.869999999999997,1,4,0,0.2777777777777778,2,0.1383215959494366,-0.35347061187973944,4,0
0,106.023021188,1.8844,9.23,0,1,2,0.0,0,0.12172040764032509,-0.4678371255535097,0,1
0,344.074946672,3.211700000000002,6.48,0,2,3,0.5714285714285714,1,0.036731861669976225,-0.3689649502977681,2,0
0,407.164303428,4.945600000000004,9.72,0,4,4,0.42857142857142855,2,0.41795110530568313,-0.3390968298685433,3,0
0,346.090596736,4.712000000000003,24.06,2,2,6,0.5714285714285714,1,0.049814302025679234,-0.3825409519521755,2,0
0,395.203133548,4.974820000000005,46.18000000000001,2,5,6,0.43478260869565216,3,0.12523895387826528,-0.4906236513747425,3,1
0,290.12529782800004,3.998000000000002,29.259999999999998,1,3,5,0.25,2,0.09342857202259823,-0.39780366877824247,2,0
0,151.07972754,1.6402999999999999,26.02,1,1,1,0.3333333333333333,1,0.1227275853546863,-0.3271069254414697,1,0
0,247.157228912,2.4903000000000004,32.7,1,3,2,0.6,1,0.11546929852448137,-0.5079542946967732,1,2
0,327.120546796,3.601200000000002,29.85,1,4,3,0.2777777777777778,3,0.12416257573364495,-0.3225022933865065,3,0
0,344.074946672,3.069200000000002,6.48,0,2,3,0.5714285714285714,1,0.03673185874831487,-0.3689653536721061,2,0
0,276.10964776400004,3.620700000000002,29.259999999999998,1,3,4,0.2,2,0.12483912270107604,-0.3977271912264025,2,0
0,326.129824288,3.3099000000000016,23.78,0,4,3,0.2777777777777778,3,0.07061379825487571,-0.3689645105475636,4,0
0,223.9215246,3.2887000000000004,0.0,0,0,2,1.0,0,0.3887076357492072,-0.1711780782311791,0,0
0,309.16412586,3.6907000000000023,29.85,1,3,3,0.3157894736842105,3,0.12272948629086483,-0.3232087918742783,3,0
0,259.068781504,2.846400000000001,36.42,2,3,2,0.36363636363636365,1,0.255173358400789,-0.35034286409770926,3,0
0,307.168462292,3.0539200000000015,39.08,1,4,3,0.3157894736842105,3,0.14029346320775596,-0.36762238880238246,3,1
0,311.143390416,2.8846000000000007,39.08,1,4,3,0.2777777777777778,3,0.14029346329562511,-0.3676223888023823,3,1
0,313.09818981199993,3.4292000000000025,36.86,1,4,0,0.23529411764705882,2,0.15264513990783043,-0.45432313146931597,3,1
0,315.21982916800005,3.2215000000000025,43.7,2,3,3,0.7,1,0.11539194604182958,-0.5079556553797484,1,2
0,293.214349864,4.867000000000004,3.24,0,1,2,0.42857142857142855,2,0.022674624591267466,-0.29839903647626714,1,0
0,75.944142,1.0181,0.0,0,2,0,0.0,0,0.029653019229405265,-0.014826509614702632,0,0
0,324.16379151200005,3.812980000000003,36.26,0,3,5,0.35,2,0.12273124998647017,-0.3608398495431719,2,1
0,229.01735264799999,2.3644999999999996,36.42,2,3,1,0.2222222222222222,1,0.19550187313429804,-0.3542539915323884,3,0
0,343.14668129200004,2.584200000000001,54.260000000000005,0,7,2,0.47058823529411764,3,0.2895722311798298,-0.3769791011885925,5,1
0,304.14443861609004,2.4800999999999993,37.91,1,3,0,0.2631578947368421,3,0.3448235507915004,-0.3707787575385678,3,1
0,271.19361442,3.3834000000000026,12.47,0,2,1,0.6666666666666666,1,0.11867464269826293,-0.49675723324924786,1,1
0,301.167793596,1.7251,41.93,1,4,1,0.6666666666666666,1,0.1654493876273805,-0.49285748541668517,1,3
0,279.162314292,3.9624000000000033,12.47,0,2,3,0.2631578947368421,2,0.127143343491757,-0.4882394427370874,1,1
0,270.173213324,2.923300000000001,25.36,0,3,6,0.35294117647058826,2,0.1321208022709663,-0.36288535563391877,2,1
0,273.136493468,1.6762000000000001,41.93,1,4,1,0.5,1,0.16538317104204278,-0.4928574804295058,1,3
0,382.05421122800004,3.597780000000003,36.26,0,3,5,0.4375,1,0.11889150396130543,-0.4933090028442086,2,1
0,272.96273023199996,3.779300000000001,30.71,0,3,2,0.0,2,0.13767630621490268,-0.22681736435386596,3,0
0,327.113839876,3.7714000000000025,28.07,0,4,0,0.2777777777777778,2,0.15264513990785067,-0.45432313146929804,3,1
0,277.183049736,4.211400000000004,12.03,1,1,4,0.4,2,0.020917908670118814,-0.31975136809052407,1,0
0,437.284240992,3.9117000000000033,26.79,0,3,8,0.5185185185185185,2,0.23655435734613206,-0.3369745674138858,3,1
0,384.13530359199996,4.021500000000003,62.41000000000001,2,5,4,0.35,3,0.2308003674338485,-0.45359548031507724,4,2
0,394.14480565599996,5.036100000000005,45.480000000000004,1,4,5,0.2608695652173913,3,0.3377895963133445,-0.4225897800006609,2,2
0,488.31512652000004,4.742500000000004,47.10000000000001,0,3,5,0.5333333333333333,2,0.31962783391820965,-0.33687428542342646,4,2
0,380.18484062799996,3.3767000000000023,71.64,2,6,5,0.38095238095238093,3,0.2308003674338485,-0.4967407255318595,4,3
0,481.12269030799996,5.250800000000005,56.59000000000001,0,7,7,0.28,4,0.2753794618661282,-0.492787870357388,3,3
0,247.157228912,2.2131,29.54,0,3,3,0.5333333333333333,1,0.316145295086621,-0.46531358432850894,1,2
0,309.209264484,4.292000000000004,20.310000000000002,0,2,7,0.38095238095238093,2,0.147084625141916,-0.306666884150918,1,1
0,299.14005462399996,2.0023999999999997,67.59,2,4,7,0.5,1,0.2546465849307497,-0.4958418391220392,3,2
0,405.17516472,2.363600000000001,70.95,3,5,6,0.45454545454545453,2,0.12605221820566356,-0.48737950180106016,1,4
